id,title,start
https://www.youtube.com/watch?v=6fVE8kSM43I,Slipknot - Duality,15
https://www.youtube.com/watch?v=5abamRO41fE,Slipknot - Psychosocial,15
https://www.youtube.com/watch?v=m3I3-KTJbtY,Slipknot - Sic,15
https://www.youtube.com/watch?v=YIqbdnaPcT8,Mudvayne - Dig,15
https://www.youtube.com/watch?v=EqQuihD0hoI,Rob Zombie - Dragula,15
https://www.youtube.com/watch?v=u7lweNCCwS0,Tool - Sober (Live),15
https://www.youtube.com/watch?v=MM62wjLrgmA,Tool - Schism,15
https://www.youtube.com/watch?v=CSvFpBOe8eY,System of a Down - Chop Suey!,15
https://www.youtube.com/watch?v=iywaBOMvYLI,System of a Down - Toxicity,15
https://www.youtube.com/watch?v=zUzd9KyIDrM,System of a Down - B.Y.O.B.,15
https://www.youtube.com/watch?v=L-iepu3EtyE,System of a Down - Aerials,15
https://www.youtube.com/watch?v=jRGrNDV2mKc,Korn - Freak on a Leash,15
https://www.youtube.com/watch?v=2s3iGpDqQpQ,Korn - Falling Away from Me,15
https://www.youtube.com/watch?v=SGK00Q7xx-s,Korn - Here to Stay,15
https://www.youtube.com/watch?v=v2H4l9RpkwM,Linkin Park - Breaking the Habit,15
https://www.youtube.com/watch?v=09LTT0xwdfw,Disturbed - Down with the Sickness,15
https://www.youtube.com/watch?v=L78yVFeyvRo,Disturbed - Voices,15
https://www.youtube.com/watch?v=OYjZK_6i37M,Godsmack - I Stand Alone,15
https://www.youtube.com/watch?v=7QU1nvuxaMA,Audioslave - Like a Stone,15
https://www.youtube.com/watch?v=04F4xlWSFh0,Drowning Pool - Bodies,15
https://www.youtube.com/watch?v=AkFqg5wAuFk,Pantera - Walk,15
https://www.youtube.com/watch?v=kXYiU_JCYtU,Linkin Park - Numb,15
https://www.youtube.com/watch?v=hPC2Fp7IT7o,Seether - Broken ft. Amy Lee,15
https://www.youtube.com/watch?v=W3q8Od5qJio,Rammstein - Du Hast,15
https://www.youtube.com/watch?v=Hm7vnOC4hoY,Papa Roach - Last Resort,15
https://www.youtube.com/watch?v=sO_QntXc-c4,Drowning Pool - Bodies,15
https://www.youtube.com/watch?v=xPU8OAjjS4k,3 Doors Down - Kryptonite,15
https://www.youtube.com/watch?v=lsV500W4BHU,Powerman 5000 - When Worlds Collide,15
https://www.youtube.com/watch?v=EDKwCvD56kw,P.O.D. - Youth of the Nation,15
https://www.youtube.com/watch?v=YfjTZLxekig,Saliva - Click Click Boom,15
https://www.youtube.com/watch?v=ZpUYjpKg9KY,Limp Bizkit - Break Stuff,15
https://www.youtube.com/watch?v=Ph-CA_tu5KA,Rammstein - Links 2 3 4,15
https://www.youtube.com/watch?v=StZcUAPRRac,Rammstein - Sonne,15
https://www.youtube.com/watch?v=PBvwcH4XX6U,Rammstein - Mein Teil,15
https://www.youtube.com/watch?v=GIzDsGyxsQM,Stone Sour - Through Glass,15
https://www.youtube.com/watch?v=Q-pXD0FXLQ8,Stone Sour - Bother,15
https://www.youtube.com/watch?v=H25ORRgLxdA,Shinedown - Second Chance,15
https://www.youtube.com/watch?v=Gd9OhYroLN0,Linkin Park - Crawling,15
https://www.youtube.com/watch?v=eVTXPUF4Oz4,Linkin Park - In The End,15
https://www.youtube.com/watch?v=vjVkXlxsO8Q,Linkin Park - Papercut,15
https://www.youtube.com/watch?v=liW-kWFiXtQ,Sick Puppies - You're Going Down,15
https://www.youtube.com/watch?v=RiSfTyrvJlg,Hinder - Lips of an Angel,15
https://www.youtube.com/watch?v=xJJsoquu70o,Puddle of Mudd - Blurry,15
https://www.youtube.com/watch?v=BJk6gZuPKRE,Finger Eleven - Paralyzer,15
https://www.youtube.com/watch?v=ixZDTiXiHsc,Three Days Grace - Riot,15
https://www.youtube.com/watch?v=xqds0B_meys,Three Days Grace - Home,15
https://www.youtube.com/watch?v=DWaB4PXCwFU,Breaking Benjamin - The Diary of Jane,15
https://www.youtube.com/watch?v=9sTQ0QdkN3Q,Bullet for My Valentine - Tears Don't Fall,15
https://www.youtube.com/watch?v=Fi_GN1pHCVc,Avenged Sevenfold - Almost Easy,15
https://www.youtube.com/watch?v=IHS3qJdxefY,Avenged Sevenfold - Bat Country,15
https://www.youtube.com/watch?v=OoQrwKJtv_c,Killswitch Engage - My Last Serenade,15
https://www.youtube.com/watch?v=iWIADZKU9dw,Flyleaf - I'm So Sick,15
https://www.youtube.com/watch?v=F_6IjeprfEs,Sepultura - Roots Bloody Roots,15
https://www.youtube.com/watch?v=raRHUG0PkQU,All That Remains - This Calling,15
https://www.youtube.com/watch?v=PgMsACFMIq8,Killswitch Engage - Rose of Sharyn,15
https://www.youtube.com/watch?v=HB3tmC2f3t0,Hatebreed - I Will Be Heard,15
https://www.youtube.com/watch?v=ZL4MGwlZuAc,Deftones - Change,15
https://www.youtube.com/watch?v=YU4hhNKsPog,AFI - Miss Murder,15
https://www.youtube.com/watch?v=dhldbymXK-8,Rise Against - Give It All,15
